m1,m2,t1,t2,L1,L2,e_b,a_p,predictions,labels
1.0819432,-1.0819432,1.0819432,-1.0819432,1.1294628,-0.90193087,-1.0847027,-1.6595167,2,2
-0.85432607,0.85432607,-0.85432607,0.85432607,-0.90592355,0.63483757,0.14275692,0.8751908,2,2
-0.9682242,0.9682242,-0.9682242,0.9682242,-0.98179555,0.8003171,-1.0124992,0.6321367,2,2
-0.1709369,0.1709369,-0.1709369,0.1709369,-0.36191756,-0.14979853,1.3702166,1.152967,2,2
0.62635046,-0.62635046,0.62635046,-0.62635046,0.50149596,-0.70829815,-1.5901272,0.6668587,2,2
0.39855406,-0.39855406,0.39855406,-0.39855406,0.22627595,-0.58064216,-1.5179237,-0.3400799,0,0
-0.74042785,0.74042785,-0.74042785,0.74042785,-0.8260878,0.4800936,-0.0016500877,-0.09702575,2,2
-0.74042785,0.74042785,-0.74042785,0.74042785,-0.8260878,0.4800936,0.21496044,-0.06230373,2,2
1.4236377,-1.4236377,1.4236377,-1.4236377,1.6753256,-1.0024644,-0.79588866,-1.3470185,2,2
0.28465587,-0.28465587,0.28465587,-0.28465587,0.09761907,-0.5079643,-0.8680922,0.8751908,2,2
0.17075768,-0.17075768,0.17075768,-0.17075768,-0.025336606,-0.42891726,-1.0124992,0.8751908,2,2
-0.057038706,0.057038706,-0.057038706,0.057038706,-0.2549176,-0.25022483,1.009199,0.77102476,2,2
1.3097396,-1.3097396,1.3097396,-1.3097396,1.48577,-0.97266805,2.1644552,0.6321367,2,2
-1.0821224,1.0821224,-1.0821224,1.0821224,-1.0538535,0.97705775,-0.72368515,1.1876891,2,2
-1.0821224,1.0821224,-1.0821224,1.0821224,-1.0538535,0.97705775,1.009199,-1.6595167,0,0
-0.6265297,0.6265297,-0.6265297,0.6265297,-0.7421344,0.33557698,-0.43487114,-0.40952393,2,2
1.3097396,-1.3097396,1.3097396,-1.3097396,1.48577,-0.97266805,2.3088622,0.73630273,2,2
1.4236377,-1.4236377,1.4236377,-1.4236377,1.6753256,-1.0024644,-1.0124992,-0.9997983,0,0
0.056859486,-0.056859486,0.056859486,-0.056859486,-0.1427856,-0.34313184,-0.79588866,-1.7289608,0,0
0.056859486,-0.056859486,0.056859486,-0.056859486,-0.1427856,-0.34313184,-0.0738536,-1.6942387,0,0
1.1958414,-1.1958414,1.1958414,-1.1958414,1.3038962,-0.9392423,0.50377446,0.8057468,2,2
0.62635046,-0.62635046,0.62635046,-0.62635046,0.50149596,-0.70829815,1.586827,-1.2428524,0,0
-1.3099188,1.3099188,-1.3099188,1.3099188,-1.1871058,1.366512,0.50377446,1.0835229,2,2
1.3097396,-1.3097396,1.3097396,-1.3097396,1.48577,-0.97266805,-0.79588866,0.6668587,2,2
0.056859486,-0.056859486,0.056859486,-0.056859486,-0.1427856,-0.34313184,-1.3013133,1.5696312,2,2
0.28465587,-0.28465587,0.28465587,-0.28465587,0.09761907,-0.5079643,-1.1569062,0.9793569,2,2
-0.5126315,0.5126315,-0.5126315,0.5126315,-0.6539052,0.20079637,1.0814025,-0.40952393,2,2
-0.74042785,0.74042785,-0.74042785,0.74042785,-0.8260878,0.4800936,-0.43487114,0.04186233,2,2
0.056859486,-0.056859486,0.056859486,-0.056859486,-0.1427856,-0.34313184,0.43157095,-0.27063584,2,2
-1.8794098,1.8794098,-1.8794098,1.8794098,-1.4632057,2.5774667,-0.5792782,0.4932486,2,2
-1.423817,1.423817,-1.423817,1.423817,-1.2485796,1.5803657,-1.4457202,1.4307431,2,2
1.1958414,-1.1958414,1.1958414,-1.1958414,1.3038962,-0.9392423,-0.9402957,-0.8261882,0,0
-1.423817,1.423817,-1.423817,1.423817,-1.2485796,1.5803657,-1.0124992,0.076584354,2,2
-1.6516134,1.6516134,-1.6516134,1.6516134,-1.3618919,2.049316,0.28716394,0.7015807,2,2
0.62635046,-0.62635046,0.62635046,-0.62635046,0.50149596,-0.70829815,1.0814025,1.7085193,2,2
-1.5377152,1.5377152,-1.5377152,1.5377152,-1.3067982,1.8077613,-1.3013133,0.5974147,2,2
-1.1960206,1.1960206,-1.1960206,1.1960206,-1.122243,1.1656023,-0.5792782,0.0071403105,2,2
0.968045,-0.968045,0.968045,-0.968045,0.9622339,-0.860466,1.8034376,-0.51369,1,0
-1.8794098,1.8794098,-1.8794098,1.8794098,-1.4632057,2.5774667,0.14275692,-0.9997983,0,0
-0.5126315,0.5126315,-0.5126315,0.5126315,-0.6539052,0.20079637,-0.43487114,0.9099128,2,2
-1.3099188,1.3099188,-1.3099188,1.3099188,-1.1871058,1.366512,-1.1569062,-0.09702575,2,2
-0.85432607,0.85432607,-0.85432607,0.85432607,-0.90592355,0.63483757,-0.0016500877,-0.23591383,2,2
1.0819432,-1.0819432,1.0819432,-1.0819432,1.1294628,-0.90193087,0.575978,-0.20119181,0,0
-1.3099188,1.3099188,-1.3099188,1.3099188,-1.1871058,1.366512,0.6481815,-0.8261882,0,0
1.1958414,-1.1958414,1.1958414,-1.1958414,1.3038962,-0.9392423,-0.9402957,1.6043533,2,2
-1.0821224,1.0821224,-1.0821224,1.0821224,-1.0538535,0.97705775,-0.50707465,-0.06230373,2,2
-1.0821224,1.0821224,-1.0821224,1.0821224,-1.0538535,0.97705775,0.7925885,-1.5206286,0,0
1.3097396,-1.3097396,1.3097396,-1.3097396,1.48577,-0.97266805,0.864792,1.6043533,2,2
-1.6516134,1.6516134,-1.6516134,1.6516134,-1.3618919,2.049316,-0.36266762,0.4932486,2,2
-0.6265297,0.6265297,-0.6265297,0.6265297,-0.7421344,0.33557698,0.575978,-1.4511845,0,0
1.3097396,-1.3097396,1.3097396,-1.3097396,1.48577,-0.97266805,0.50377446,-1.4511845,2,2
-0.85432607,0.85432607,-0.85432607,0.85432607,-0.90592355,0.63483757,-0.9402957,1.1876891,2,2
0.17075768,-0.17075768,0.17075768,-0.17075768,-0.025336606,-0.42891726,0.864792,-1.3122965,0,0
-1.7655116,1.7655116,-1.7655116,1.7655116,-1.4139868,2.3056657,0.575978,-1.5900726,1,1
1.0819432,-1.0819432,1.0819432,-1.0819432,1.1294628,-0.90193087,2.1644552,1.6737972,2,2
-0.057038706,0.057038706,-0.057038706,0.057038706,-0.2549176,-0.25022483,1.009199,1.4307431,2,2
0.17075768,-0.17075768,0.17075768,-0.17075768,-0.025336606,-0.42891726,0.575978,-1.0692424,0,0
-0.5126315,0.5126315,-0.5126315,0.5126315,-0.6539052,0.20079637,1.009199,1.118245,2,2
1.1958414,-1.1958414,1.1958414,-1.1958414,1.3038962,-0.9392423,0.07055342,-1.0345203,0,0
-1.6516134,1.6516134,-1.6516134,1.6516134,-1.3618919,2.049316,-0.6514816,-1.5553507,1,1
-1.3099188,1.3099188,-1.3099188,1.3099188,-1.1871058,1.366512,0.43157095,-1.2428524,1,1
0.28465587,-0.28465587,0.28465587,-0.28465587,0.09761907,-0.5079643,1.4424201,0.28491646,2,2
-0.057038706,0.057038706,-0.057038706,0.057038706,-0.2549176,-0.25022483,-0.6514816,0.3196385,2,2
0.28465587,-0.28465587,0.28465587,-0.28465587,0.09761907,-0.5079643,1.3702166,0.7015807,2,2
-0.9682242,0.9682242,-0.9682242,0.9682242,-0.98179555,0.8003171,-0.0016500877,1.152967,2,2
0.62635046,-0.62635046,0.62635046,-0.62635046,0.50149596,-0.70829815,-1.1569062,0.1460284,2,2
-1.7655116,1.7655116,-1.7655116,1.7655116,-1.4139868,2.3056657,-0.0016500877,1.0835229,2,2
-0.5126315,0.5126315,-0.5126315,0.5126315,-0.6539052,0.20079637,0.720385,1.0140789,2,2
1.537536,-1.537536,1.537536,-1.537536,1.8728104,-1.0288768,-0.72368515,-0.40952393,1,1
-0.85432607,0.85432607,-0.85432607,0.85432607,-0.90592355,0.63483757,0.28716394,-1.4164625,0,1
-0.74042785,0.74042785,-0.74042785,0.74042785,-0.8260878,0.4800936,0.864792,0.73630273,2,2
-1.5377152,1.5377152,-1.5377152,1.5377152,-1.3067982,1.8077613,-0.6514816,-1.1386864,1,0
1.3097396,-1.3097396,1.3097396,-1.3097396,1.48577,-0.97266805,0.9369955,1.118245,2,2
-0.9682242,0.9682242,-0.9682242,0.9682242,-0.98179555,0.8003171,0.575978,0.9793569,2,2
-1.423817,1.423817,-1.423817,1.423817,-1.2485796,1.5803657,-1.3735167,-1.1734084,1,1
1.537536,-1.537536,1.537536,-1.537536,1.8728104,-1.0288768,2.3810656,0.28491646,0,0
1.4236377,-1.4236377,1.4236377,-1.4236377,1.6753256,-1.0024644,-0.5792782,0.28491646,0,0
0.28465587,-0.28465587,0.28465587,-0.28465587,0.09761907,-0.5079643,1.009199,-1.5553507,0,0
1.3097396,-1.3097396,1.3097396,-1.3097396,1.48577,-0.97266805,1.5146235,-0.40952393,1,1
-0.1709369,0.1709369,-0.1709369,0.1709369,-0.36191756,-0.14979853,-0.72368515,0.9793569,2,2
-1.5377152,1.5377152,-1.5377152,1.5377152,-1.3067982,1.8077613,-0.1460571,0.42380455,2,2
1.0819432,-1.0819432,1.0819432,-1.0819432,1.1294628,-0.90193087,-0.8680922,-1.5553507,2,2
-0.5126315,0.5126315,-0.5126315,0.5126315,-0.6539052,0.20079637,1.2258096,-1.6595167,0,0
-0.1709369,0.1709369,-0.1709369,0.1709369,-0.36191756,-0.14979853,-0.43487114,-0.6178561,0,0
0.85414684,-0.85414684,0.85414684,-0.85414684,0.801979,-0.8145684,-1.0847027,0.6321367,2,2
-1.423817,1.423817,-1.423817,1.423817,-1.2485796,1.5803657,-1.0124992,-0.40952393,2,2
-0.1709369,0.1709369,-0.1709369,0.1709369,-0.36191756,-0.14979853,-1.5901272,0.25019446,2,2
-1.1960206,1.1960206,-1.1960206,1.1960206,-1.122243,1.1656023,0.50377446,0.6668587,2,2
-0.74042785,0.74042785,-0.74042785,0.74042785,-0.8260878,0.4800936,-1.0124992,0.21547243,2,2
0.51245224,-0.51245224,0.51245224,-0.51245224,0.36083347,-0.64730614,0.28716394,1.1876891,2,2
-1.7655116,1.7655116,-1.7655116,1.7655116,-1.4139868,2.3056657,0.575978,1.3265771,2,2
-0.5126315,0.5126315,-0.5126315,0.5126315,-0.6539052,0.20079637,0.43157095,1.6043533,2,2
0.62635046,-0.62635046,0.62635046,-0.62635046,0.50149596,-0.70829815,-1.4457202,-1.4511845,0,0
1.0819432,-1.0819432,1.0819432,-1.0819432,1.1294628,-0.90193087,-1.2291098,0.8751908,2,2
-1.5377152,1.5377152,-1.5377152,1.5377152,-1.3067982,1.8077613,-0.1460571,-0.51369,2,2
-0.3987333,0.3987333,-0.3987333,0.3987333,-0.56123793,0.07527679,-1.0847027,-1.3817406,0,1
0.85414684,-0.85414684,0.85414684,-0.85414684,0.801979,-0.8145684,1.2258096,-1.0345203,0,0
1.0819432,-1.0819432,1.0819432,-1.0819432,1.1294628,-0.90193087,0.07055342,-1.3470185,0,0
-1.1960206,1.1960206,-1.1960206,1.1960206,-1.122243,1.1656023,0.50377446,-1.7289608,0,0
-0.85432607,0.85432607,-0.85432607,0.85432607,-0.90592355,0.63483757,0.864792,-0.44424596,2,2
1.0819432,-1.0819432,1.0819432,-1.0819432,1.1294628,-0.90193087,-0.72368515,-0.9997983,0,0
-0.9682242,0.9682242,-0.9682242,0.9682242,-0.98179555,0.8003171,0.864792,0.8751908,2,2
-1.8794098,1.8794098,-1.8794098,1.8794098,-1.4632057,2.5774667,0.50377446,0.18075041,2,2
-0.6265297,0.6265297,-0.6265297,0.6265297,-0.7421344,0.33557698,-0.8680922,-0.9997983,0,0
-0.85432607,0.85432607,-0.85432607,0.85432607,-0.90592355,0.63483757,-0.79588866,-1.4859066,1,1
1.1958414,-1.1958414,1.1958414,-1.1958414,1.3038962,-0.9392423,0.28716394,-0.96507627,0,0
-1.0821224,1.0821224,-1.0821224,1.0821224,-1.0538535,0.97705775,0.864792,1.048801,2,2
-0.2848351,0.2848351,-0.2848351,0.2848351,-0.46396577,-0.041440506,-1.5901272,-0.6178561,0,0
0.39855406,-0.39855406,0.39855406,-0.39855406,0.22627595,-0.58064216,-0.36266762,1.4307431,2,2
-0.2848351,0.2848351,-0.2848351,0.2848351,-0.46396577,-0.041440506,-1.5901272,0.94463485,2,2
-0.057038706,0.057038706,-0.057038706,0.057038706,-0.2549176,-0.25022483,-1.1569062,1.4307431,2,2
0.39855406,-0.39855406,0.39855406,-0.39855406,0.22627595,-0.58064216,-0.50707465,1.3265771,2,2
0.968045,-0.968045,0.968045,-0.968045,0.9622339,-0.860466,1.7312341,-0.548412,1,0
-0.2848351,0.2848351,-0.2848351,0.2848351,-0.46396577,-0.041440506,1.009199,-0.65257806,0,0
1.4236377,-1.4236377,1.4236377,-1.4236377,1.6753256,-1.0024644,-0.9402957,0.21547243,0,0
